센터명,센터유형,도로명주소,지번주소,위도,경도,관리기관전화번호,운영기관전화번호,관할지자체,주요프로그램,데이터기준일자
동남구치매안심센터,치매안심센터,충청남도 천안시 동남구 버들로 40,충청남도 천안시 동남구 문화동 112-1,36.80718993,127.1514636,041-521-5008,041-521-3343,충청남도 천안시,치매조기검진+인지재활+쉼터+가족지원사업 등,2025-09-01
서북구치매안심센터,치매안심센터,충청남도 천안시 서북구 서부8길 29,충청남도 천안시 서북구 성정동 684-1,36.8197764,127.1398813,041-521-5928,041-521-5740,충청남도 천안시,치매조기검진+인지재활+쉼터+가족지원사업 등,2025-09-01
양천구치매안심센터,치매안심센터,"서울특별시 양천구 남부순환로 407, 4층(신월동, 신월보건지소)",서울특별시 양천구 신월동 131-4,37.53133859,126.831824,02-2620-4348,02-2698-8680,서울특별시 양천구,치매검사+치매 상담 및 등록관리+치매가족지원+치매인식개선+인지강화 및 치매예방교실 운영 등,2025-09-04
군포시치매안심센터,치매안심센터,경기도 군포시 산본로 329,,37.3599873,126.9330897,,031-389-4988,경기도 군포시,무료 치매검사+치매예방프로그램+치매환자쉼터+치매가족지원프로그램+조호물품 지원+치매치료관리비 지원+치매환자 실종예방+치매안심마을 운영+치매 인식개선,2025-09-11
문경시치매안심센터,치매안심센터,경상북도 문경시 점촌1길 13,경상북도 문경시 점촌동 234-12,36.5963534775,128.1980094334,054-550-8084,054-555-2033,경상북도 문경시,치매조기검진사업+치매쉼터운영+치매보듬마을운영+치매조호물품지원+치매치료비지원+실종노인 발생예방 및 찾기 사업+치매공공후견사업+치매환자 맞춤형 사례관리사업+치매예방관리사업+치매가족 및 보호자 지원사업+배회가능 어르신 인식표 보급 사업+치매인식개선사업+치매파트너사업+치매안심센터 분소 설치 및 운영,2025-09-18
종로구 치매안심센터,치매안심센터,서울특별시 종로구 평창문화로 50,서울특별시 종로구 평창동 235-2,37.60542184,126.9669268,02-2148-3603,02-3675-9001,서울특별시 종로구,치매예방 및 인식개선사업+치매조기검진 사업+치매예방등록관리 사업+저소득층 치매치료비 및 원인확진검사비 지원 사업+치매지역사회자원강화 사업 등,2025-06-23
영덕군치매안심센터,광역치매센터,경상북도 영덕군 영덕읍 군청길 53,,36.4135451232,129.3735579543,054-880-3796,054-730-7177,경상북도 영덕군,무료치매검사+치매극복의날기념행사+치매홍보서포터즈 운영등,2023-06-01
횡성군보건소,치매안심센터,강원특별자치도 횡성군 횡성읍 횡성로 379,,37.4871296,127.9844504,033-340-5653,033-340-5653,강원특별자치도 횡성군,인지재활프로그램,2023-08-31
고성군치매안심센터,치매안심센터,강원특별자치도 고성군 간성읍 수성로 30,강원특별자치도 고성군 간성읍 신안리 178,38.37761662,128.4721409,033-680-3798,033-680-3798,강원특별자치도 고성군,치매조기검진사업+쉼터+가족지지+인지재활 등,2023-08-31
목포시치매안심센터,치매안심센터,"전라남도 목포시 수문로 32, 트윈스타 3층 목포시치매안심센터(남교동)",전라남도 목포시 남교동 164,34.7931322,126.3829337,061-270-4271,061-270-4271,전라남도,등록관리+프로그램 운영,2025-11-05
서구치매안심센터,치매안심센터,"인천광역시 서구 봉오재3로94번길11, 5층","인천광역시 서구 가정동 618-5, 5층",37.52682789,126.6704777,032-718-0630,032-718-0630,인천광역시 서해구,치매 선별검사 및 진단검사+치매예방 프로그램+치매환자 돌봄+치매환자 지원+치매환자 가족 지원+치매환자 인지재활 프로그램+치매 인식개선 홍보,2025-07-03
전북특별자치도광역치매센터,광역치매센터,"전북특별자치도 전주시 완산구 서원로 328, 2층",,35.81213116,127.1302611,,063-247-6082,전북특별자치도,치매관리사업 계획+치매연구치매안심센터 및 노인복지시설 기술지원+치매관련 종사인력에 대한 교육훈련+치매환자 및 가족에 대한 치매의 예방 교육 및 홍보 등,2025-01-24
서귀포시동부보건소치매안심센터,치매안심센터,제주특별자치도 서귀포시 남원읍 태위로 527,제주특별자치도 서귀포시 남원읍 남원리 2359-1,33.275629,126.703417,064-760-6125,064-760-6141,제주특별자치도 서귀포시,등록관리+조기검진+단기쉼터 및 치매 카페 운영+치매 인식개선 및 홍보+치매치료관리 지원 등,2024-03-01
서귀포보건소치매안심센터,치매안심센터,제주특별자치도 서귀포시 중앙로101번길 52,제주특별자치도 서귀포시 서홍동 447-3,33.253426,126.555363,064-760-6555,064-760-6555,제주특별자치도 서귀포시,등록관리+조기검진+단기쉼터 및 치매 카페 운영+치매 인식개선 및 홍보+치매치료관리 지원 등,2024-03-01
서귀포시서부보건소치매안심센터,치매안심센터,제주특별자치도 서귀포시 대정읍 최남단해안로 15번길 12,제주특별자치도 서귀포시 대정읍 하모리 767-8,33.218673,126.253245,064-760-6249,064-760-6249,제주특별자치도 서귀포시,등록관리+조기검진+단기쉼터 및 치매 카페 운영+치매 인식개선 및 홍보+치매치료관리 지원 등,2024-03-01
영월군 치매안심센터,치매안심센터,강원특별자치도 영월군 영월읍 하송로 46-43,강원특별자치도 영월군 영월읍 하송리 236-2,37.18544643,128.461674,1577-0545,033-370-5441,강원특별자치도 영월군,무료치매검사+맞춤형 사례관리+치매극복의 날 기념행사+치매파트너 양성+인지재활 프로그램+가족교실(헤아림)+치매예방교실+치매극복주간 기념행사(인식개선 캠페인 등) 제공 등,2025-09-03
대전광역시 중구 치매안심센터,치매안심센터,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,36.32557502,127.4212953,042-288-8180,042-288-8180,대전광역시 중구,치매환자 등록 관리+가족교육+예방교육+치매검사+인지훈련 등,2025-09-02
의성군치매안심센터,치매안심센터,"경상북도 의성군 의성읍 구봉길 228, 의성군보건소 4층","경상북도 의성군 의성읍 도서리 104-1, 의성군보건소 4층",36.345603,128.6976946,054-830-6222,054-830-6660,경상북도 의성군,치매 조기검진+치매환자 맞춤형 사례관리+치매환자쉼터+치매 가족 지원+치매 인식 개선+치매 파트너+치매보듬마을 등,2025-09-03
부산광역시 강서구 치매안심센터,치매안심센터,부산광역시 강서구 낙동북로102번길 76,부산광역시 강서구 강동동 60-3,35.21620512,128.9376702,051-970-3415,051-970-2600,부산광역시 강서구,치매상담+치매조기검진사업+치매예방교실+치매환자쉼터+치매가족교실+치매치료비지원+치매환자조호물품지원+치매인식개선사업 등,2025-09-01
[분소]서귀포시동부치매안심센터(표선분소),치매안심센터,"제주특별자치도 서귀포시 표선면 표선중앙로 17 (표선리, 표선보건지소)",제주특별자치도 서귀포시 표선면 표선리 312,33.331192,126.830292,,064-760-6365,제주특별자치도 서귀포시,치매 조기 검진+치매상담 및 등록관리+치매 환자 쉼터+조호물품 지원 등의 치매통합서비스 제공,2024-03-01
[분소]서귀포시동부치매안심센터(성산분소),치매안심센터,"제주특별자치도 서귀포시 성산읍 고성오조로 42 (고성리, 성산보건지소)",제주특별자치도 서귀포시 성산읍 고성리 336-2,33.44655494,126.9157478,,064-760-6477,제주특별자치도 서귀포시,치매 조기 검진+치매상담 및 등록관리+치매 환자 쉼터+조호물품 지원 등의 치매통합서비스 제공,2024-03-01
권선구치매안심센터,치매안심센터,경기도 수원시 권선구 호매실로 22-50(탑동),경기도 수원시 권선구 탑동 910,37.25874424,126.9711281,031-5191-0421,031-5191-0425,경기도 수원시,치매조기검진+치매치료관리비지원+인지프로그램운영+치매가족지지프로그램 운영+치매인식개선 및 홍보 등,2025-11-14
장안구치매안심센터,치매안심센터,경기도 수원시 장안구 송원로 101 (조원동),경기도 수원시 장안구 조원동 888,37.30402833,127.0103129,031-5191-0222,031-5191-0230,경기도 수원시,치매조기검진+치매치료관리비지원+인지프로그램운영+치매가족지지프로그램 운영 등,2025-11-14
군산시치매안심센터,치매안심센터,전북특별자치도 군산시 공단대로 482(나운동),전북특별자치도 군산시 나운동 808-2,35.9646059,126.6897785,063-454-5870,063-454-5870,전북특별자치도 군산시,"무료치매검사, 치매환자쉼터운영,치매예방 및 인지강화프로그램 운영 등",2025-11-12
서울특별시 구로구 치매안심센터,치매안심센터,"서울특별시 구로구 디지털로 243, 2층 (지-하이시티 빌딩)","서울특별시 구로구 구로동 237, 2층",37.48199097,126.892351,02-860-3273,02-2612-7041,서울특별시 구로구,무료치매검사+정상 고위험 치매 프로그램 및 인지프로그램 운영+치매가족프로그램 등,2025-11-17
청송군치매안심센터,치매안심센터,경상북도 청송군 청송읍 의료원길 19,경상북도 청송군 청송읍 금곡리 1056-54,36.43113169,129.0518042,,054-870-7341,경상북도 청송군,치매조기검진+치매환자쉼터+인지강화교실+치매예방교실+치매예방교육+치매서포터즈 및 치매극복선도단체 양성+치매보듬마을 운영+우리마을예쁜치매쉼터운영+치매환자사례관리+치매환자가족교실+자조모임운영+치매치료관리비지원+조호물품제공+배회인식표 및 지문인기 등록+치매극복 전국걷기행사+치매극복의날 기념 행사+치매관사업 DB자료 등록 및 분석,2025-11-17
제주시 제주치매안심센터,치매안심센터,제주특별자치도 제주시 연삼로 264,제주특별자치도 제주시 도남동 567-1,33.49159994,126.520239,064-728-8474,064-728-8490,제주특별자치도 제주시,치매상담 및 등록관리+치매조기검진+치매예방 및 인지강화교실+경증치매 쉼터 프로그램+조호물품 지원+치매치료비 지원+치매가족지원 프로그램+인식개선 및 교육홍보사업+안심마을 운영 등,2025-03-20
평창군치매안심센터,치매안심센터,강원특별자치도 평창군 평창읍 종부로 61,강원특별자치도 평창군 평창읍 종부리 504,37.36049168,128.388852,033-330-4830,033-330-4900,강원특별자치도 평창군,치매환자 쉼터프로그램+치매가족헤아림프로그램+치매예방인지재활프로그램+치매재가환자방문인지재활프로그램,2024-09-27
동안치매안심센터,치매안심센터,경기도 안양시 동안구 관악대로 375,경기도 안양시 동안구 관양동 1432-15,37.404789,126.964530,,031-8045-6801,경기도 안양시,무료 치매검사+쉼터운영+치매극복의 날 기념행사 등,2025-12-15
만안치매안심센터,치매안심센터,경기도 안양시 만안구 문예로 48 (6층),경기도 안양시 만안구 안양동 532-1,37.385898,126.932945,,031-8045-3038,경기도 안양시,무료 치매검사+쉼터 운영+치매극복의 날 기념행사 등,2025-12-15
사하구 치매안심센터(다대분소),치매안심센터,부산광역시 사하구 다대로530번길 7,부산광역시 사하구 다대동 933-1,35.05916984,128.9713294,051-220-0034,051-220-0034,부산광역시 사하구,치매조기검진+조호물품 지원 등,2025-12-16
사하구 치매안심센터(신평분소),치매안심센터,부산광역시 사하구 하신중앙로 185,부산광역시 사하구 신평동 646-2,35.09496763,128.9615408,051-220-0074,051-220-0074,부산광역시 사하구,치매조기검진+치료관리비 지원+치매 인식 개선을 위한 홍보 캠페인 등,2025-12-16
사하구 치매안심센터(본소),치매안심센터,부산광역시 사하구 까치고개로 50-10,부산광역시 사하구 괴정동 12-31,35.10448398,129.0063462,051-220-5986,051-220-5987,부산광역시 사하구,치매조기검진+치료관리비 지원+치매 인식 개선을 위한 홍보 캠페인 등,2025-12-16
충청남도 계룡시 치매센터,치매안심센터,충청남도 계룡시 장안로 54,충청남도 계룡시 금암동 10,36.2730058,127.250047,,042-840-3681,충청남도 계룡시,무료치매검사,2023-07-13
홍천군치매안심센터,치매안심센터,강원특별자치도 홍천군 홍천읍 홍천로1길 9,,37.689933,127.875548,033-432-7801,033-430-4055,강원특별자치도 홍천군,무료 치매조기검진+치매환자 및 가족 지원 프로그램+치매환자 치료비 지원+치매환자 돌봄 물품지원+치매인식개선사업 등,2023-10-05
포천시치매안심센터 영북분소,치매안심센터,경기도 포천시 영북면 영북로166,경기도 포천시 영북면 운천리 340-6,38.0892943195,127.2756336536,031-538-4860,031-538-4860,경기도 포천시,치매검진+치매인지강화 프로그램,2024-11-14
포천시치매안심센터 일동분소,치매안심센터,경기도 포천시 일동면 소야길9,경기도 포천시 일동면 기산리 88-31,37.9558113615,127.315347,031-538-4547,031-538-4547,경기도 포천시,치매검진+치매인지강화 프로그램,2024-11-14
포천시치매안심센터,치매안심센터,경기도 포천시 삼육사로 2186번길 11-15,경기도 포천시 선단동 629-1,37.85346198,127.1593101,031-538-4831,031-538-4831,경기도 포천시,치매검진+치매인지강화 프로그램,2024-11-14
통영시 치매센터,치매안심센터,경상남도 통영시 안개4길 102(무전동),경상남도 통영시 무전동 401-1,34.85979047,128.4323385,055-650-6100,055-650-6100,경상남도 통영시,조기치매검진+치매환자상담및등록관리고위험군집중검진및등록관리+파트너선도단체양성+인식개선및홍보+사례관리운영+인지강화교실운영+쉼터운영+기족교실운영+치매환자실종예방관리비지원+정밀진단비지원,2025-12-18
세종특별자치시광역치매센터,광역치매센터,세종특별자치시 조치원읍 수원지1길 16,세종특별자치시 조치원읍 평리 12,36.60725506,127.3000196,044-300-5723,044-867-2851,세종특별자치시,치매 기획+연구+교육+기술지원사업(광역),2025-12-18
광명시치매안심센터,치매안심센터,경기도 광명시 소하로 196 3층,경기도 광명시 소하동 1344-1 3층,37.4465998,126.8949732,02-2680-5532,02-2680-5830,경기도 광명시,치매조기검진+치매극복의날 기념행사+치매서포터즈양성+치매안심마을 운영+치매인지프로그램운영 등,2025-12-09
예천군치매안심센터,치매안심센터,경상북도 예천군 예천읍 군청길 33,경상북도 예천군 예천읍 노상리 125-1,36.65769827,128.4529801,054-650-8100,054-650-8100,경상북도 예천군,치매조기검진+치매등록+치매환자쉼터+인지강화교실+치매예방교실+치매예방교육+치매서포터즈 및 치매극복선도단체 양성+치매보듬마을 운영+우리마을예쁜치매쉼터 운영+맞춤형사례관리+가족교실·자조모임운영+치매치료관리비지원+조호물품제공+배회인식표 및 배회감지기 지원+치매극복 캠페인 등,2025-12-09
연제구치매안심센터,치매안심센터,부산광역시 연제구 중앙대로1038번길 40,부산광역시 연제구 연산동2400,35.17937451,129.0788446,051-665-5481,051-665-5481,부산광역시 연제구,치매상담검진+환자 및 가족 지원+인식개선홍보+치매사례관리,2025-12-09
김포시치매안심센터 보건사업과,치매안심센터,경기도 김포시 사우중로 73번길 52  래미안프라자 4층,경기도 김포시 북변동 817,37.62308177,126.7211346,031-5186-4169,031-5186-4169,경기도 김포시,치매선별검사+치매예방 및 인지저하 프로그램+치매극복 선도학교 운영+치매치료관리비+치매공공후견인+조호물품제공,2025-12-08
철원군치매안심센터,치매안심센터,강원특별자치도 철원군 갈말읍 군탄로16,강원특별자치도 철원군 갈말읍 군탄리 960-2,38.1481382,127.3025602,033-450-5105,033-450-5105,강원특별자치도 철원군,치매어르신쉼터프로그램+농촌치유프로그램+치매조기검진 및 진단검사+치매예방교실프로그램+찾아가는경노당프로그램+분소운영+치매안심마을프로그램+치매인식개선캠페인 및 파트너양성교육+치매실종예방교실,2024-11-20
세종특별자치시 치매안심센터(어진동),치매안심센터,세종특별자치시 시청대로 583,,36.4953831457,127.3188085003,044-301-2000,044-301-2000,세종특별자치시,치매검진+상담+쉼터+가족교실 프로그램 등 운영(기초),2025-12-18
세종특별자치시 치매안심센터(조치원),치매안심센터,세종특별자치시 조치원읍 대첩로 32,세종특별자치시 조치원읍 신흥리 53-1,36.59626916,127.2928906,044-301-2000,044-301-2000,세종특별자치시,치매검진+상담+쉼터+가족교실 프로그램 등 운영(기초),2025-12-18
부여군 치매안심센터,치매안심센터,충청남도 부여군 부여읍 성왕로 205,충청남도 부여군 부여읍 구아리 136,36.28305231,126.9093363,041-830-8600,041-830-8727,충청남도 부여군,치매노인 등록 및 관리+치매노인 및 보호자에 대한 상담 지원+치매조기검진+치매치료관리비 지원 및 치매환자 사례관리+치매인지재활 프로그램+치매가족교실 및 자조모임 등,2025-12-15
논산시치매안심센터,치매안심센터,충청남도 논산시 논산대로 408,충청남도 논산시 관촉동 329-2,36.19653553,127.1047397,041-746-6921,041-746-6921,충청남도 논산시,치매조기검진+치매예방교육+치매환자등록관리+치매환자 가족교실 및 자조모임+치매환자 쉼터운영 등,2025-12-28
호원치매안심센터,치매안심센터,"경기도 의정부시 신흥로 115, 별관 3층 (호원동, 호원2동행정복지센터)",,37.72645877,127.0431115,031-870-6121,031-870-6124,경기도 의정부시,무료치매선별검사+ 치매상담+ 치매예방교육+ 재가치매환자 조호물품 지원+ 치매치료관리비 지원+ 치매 극복의 날 기념행사 등,2025-09-12
보건소치매센터,치매안심센터,경상남도 남해군 남해읍 선소로 6,경상남도 남해군 남해읍 차산리 645-1,34.84474988,127.8987479,055-860-8693,055-860-8791,경상남도 남해군,치매환자 쉼터 운영 및 치매조기검진,2025-04-17
목포시 치매안심센터,치매안심센터,전라남도 목포시 수문로 32,전라남도 목포시 남교동 164,34.79313246,126.3829319,061-270-4271,061-270-4271,전남광주통합특별시 목포시,치매선별검사+치매프로그램+치매환자등록관리,2025-04-23
울산광역시 동구보건소 치매안심센터,치매안심센터,울산광역시 동구 봉수로 155,울산광역시 동구 화정동 222,35.505086,129.4164300358,052-209-4060,052-209-4060,울산광역시 동구,"치매예방 및 인지강화 프로그램, 돌봄 쉼터, 가족교실, 힐링프로그램, 가족 자조모임 운영",2025-03-06
